censustract2010,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
14200,2125.6553904553234,2091.8568698943395,2058.5957553481035,2025.8635019093263,1993.6517005371566,1961.9520758968654,1930.7564842338816,1900.0569112816293,1827.6627202832553,1758.0268250281251,1691.0441315121166,1626.613549924541,1564.6378420841108,1505.0234746877588,1447.6804781508342,1392.5223108256373,1339.4657283933725,1288.4306582324066,1239.3400785732313,1192.1199022577484,1146.6988649274522,1103.008417471759,1060.9826225741717
14300,1164.9381763478632,1143.2863982415208,1122.0370444909806,1101.1826355552394,1080.7158309095653,1060.629426461714,1040.916352016166,1021.5696687854952,984.3172365265387,948.4232468208522,913.838162871544,880.5142542843857,848.405531195758,817.467680802678,787.6580062073155,758.9353674915963,731.2601249405732,704.5940843362052,678.9004442460478,654.1437452341062,630.289820923761,607.3057508452255,585.1598150024622
14400,800.0243215709881,790.1715001297775,780.4400226124138,770.8283945893123,761.3351400357636,751.9588011052655,742.6979379056464,733.5511282779465,713.3882331401182,693.7795493239921,674.7098433927525,656.1643006263947,638.1285135125843,620.5884705538646,603.530545382517,586.9414861746178,570.8084053550682,555.1187695855975,539.8603900279647,525.0214128747914,510.59031014067114,496.5558707064007,482.90719160937584
14500,1639.8807709682053,1629.8236018128941,1619.828111929155,1609.8939230462759,1600.0206592134275,1590.2079467854373,1580.4554144086483,1570.7626930068657,1565.6401761947336,1560.5343647567536,1555.4452042139387,1550.3726402649672,1545.316618785603,1540.2770858281178,1535.253987620716,1530.2472705669609,1525.2568812452023,1520.2827664080069,1515.32487298159,1510.3831480652495,1505.4575389308013,1500.5479930220163,1495.6544579540603
14601,2476.2503250131854,2503.8038677533305,2531.664002161476,2559.834139720922,2588.3177298749615,2617.1182604492706,2646.239258078991,2675.6842886405684,2668.546819074012,2661.4283889255325,2654.3289474069006,2647.2484438653664,2640.1868277832978,2633.144048777819,2626.1200566004536,2619.114801136763,2612.128232405992,2605.1603005607094,2598.210955886454,2591.2801488013793,2584.3678298559,2577.4739497323385,2570.5984592445748
14602,2734.332680591355,2712.8357068758723,2691.507739617506,2670.3474501091123,2649.353520089673,2628.524641662169,2607.8595172121004,2587.356859326647,2562.2164279363983,2537.3202772251793,2512.66603360404,2488.251346547354,2464.073888368722,2440.131353999049,2416.4214607667827,2392.941948180281,2369.6905777123006,2346.6651325865755,2323.86341756647,2301.2832587456874,2278.9225033410075,2256.7790194870454,2234.850696032997
14700,4736.676560371921,4710.498601212845,4684.465318502962,4658.575912666002,4632.829588544675,4607.225555376245,4581.763026768249,4556.441220674338,4592.419228938562,4628.68132230692,4665.229743937118,4702.066754699002,4739.1946333144215,4776.615676498189,4814.33219910015,4852.346534248384,4890.661033493527,4929.278066954238,4968.200023463816,5007.429310717969,5046.9683554237545,5086.819603449695,5126.985519977077
14803,3017.50804576294,2998.1411940217577,2978.898641848522,2959.7795914686235,2940.7832502276983,2921.908830558765,2903.1555499495744,2884.522630910166,2854.7347478063484,2825.254478160057,2796.0786453091932,2767.204105396407,2738.627747030329,2710.3464909502995,2682.3572896945634,2654.657127271888,2627.243018836573,2600.1120103668177,2573.261178346408,2546.6876294496924,2520.3885002298084,2494.360956810133,2468.6021945789134
14804,3211.8978855213263,3202.8214923987475,3193.770747947158,3184.745579686849,3175.745915342931,3166.7716828447524,3157.822810325325,3148.899226120746,3126.995947820041,3105.245025490698,3083.6453993670657,3062.196017055065,3040.895833480916,3019.743810840216,2998.7389185473785,2977.880133185417,2957.166438456083,2936.5968251303484,2916.170290999233,2895.8858408249757,2875.7424862925404,2855.739245961466,2835.875145218046
14805,2777.640988208113,2790.3397683087674,2803.096604514127,2815.9117622442773,2828.785508132746,2841.718110032054,2854.709837019286,2867.7609594016894,2843.4091072026813,2819.2640409645387,2795.324004745526,2771.587257514647,2748.052073025026,2724.7167396883715,2701.5795604504974,2678.6388526679084,2655.892947985428,2633.340192214869,2610.9789452147347,2588.8075807709365,2566.8244864785315,2545.028063624459,2523.416727071275
14806,1252.7754475100633,1222.310219535856,1192.5858506815853,1163.5843245964115,1135.2880630544892,1107.679915300561,1080.743147654649,1054.4614333695383,1086.9087424678246,1120.3545023718034,1154.8294368622473,1190.3652151352658,1226.9944808941075,1264.75088233616,1303.6691030626926,1343.7848939397368,1385.1351059393726,1427.7577239915886,1471.691901877813,1516.9779981981694,1563.6576134454967,1611.7736282201915,1661.3702426209752
14901,2703.3916210979273,2694.810566748702,2686.2567502192474,2677.7300850517927,2669.2304850630003,2660.7578643430943,2652.3121372549917,2643.8932184334367,2618.4804903084855,2593.3120257363325,2568.385476890214,2543.698518510345,2519.2488476870103,2495.0341836457374,2471.0522675345346,2447.300862213178,2423.7777520445184,2400.4807426877983,2377.407660893954,2354.556354302884,2331.924691242668,2309.5105605307162,2287.3118712768264
14902,2119.066162382524,2106.2107882526257,2093.4334016093635,2080.733529339469,2068.1107011998283,2055.564449800071,2043.0943105852634,2030.699821818707,2013.5239626244397,1996.4933785397143,1979.606840813339,1962.863131087021,1946.2610413074617,1929.7993736391966,1913.476940378171,1897.2925638660492,1881.2450764052448,1865.333320174673,1849.5561471462136,1833.9124190018817,1818.4010070516981,1803.0207921522544,1787.7706646259676
15000,3800.7418151153506,3781.5807186299294,3762.516221081343,3743.5478354747784,3724.675077270563,3705.897464371788,3687.214517111991,3668.6257582429057,3692.66841182275,3716.8686309950676,3741.227448379484,3765.7459033629857,3790.4250421442707,3815.2659177783908,3840.2695902216838,3865.437126377002,3890.7696001392383,3916.268092441146,3941.9336912994654,3967.7674918613475,3993.7705964510837,4019.9441146171425,4046.2891631795133
15100,3378.987489151601,3364.041382393353,3349.161386003358,3334.3472075589225,3319.598555930812,3304.9151412775295,3290.2966750396195,3275.7428699339966,3248.591517009355,3221.6652110419714,3194.9620867055355,3168.480294134698,3142.2179987969207,3116.1733813653896,3090.344637592979,3064.729978187263,3039.327628686562,3014.135829337016,2989.1528349706764,2964.3769148846113,2939.8063527210084,2915.4394463482745,2891.274507743121
15200,3132.6177738188176,3130.2373578454753,3127.858750704431,3125.4819510211873,3123.1069574222925,3120.7337685353373,3118.362382988956,3115.992799412825,3105.0425515666116,3094.1307851725746,3083.257364998875,3072.422156288905,3061.6250247596213,3050.865836599878,3040.14445846877,3029.46075749398,3018.8146012701313,3008.2058578571473,2997.6343957786166,2987.100084020163,2976.602792027823,2966.1423897064255,2955.718747417982
15301,1696.6751595437331,1672.6941295832378,1649.0520506557268,1625.7441319826994,1602.7656504991485,1580.1119498964893,1557.778439679015,1535.76059423369,1497.0400529833737,1459.295757848726,1422.5030951118704,1386.6380716311335,1351.677299194696,1317.5979792687283,1284.3778881300668,1251.9953623737335,1220.4292847858487,1189.6590705727253,1159.664653937163,1130.4264749931895,1101.9254670107155,1074.1430439817848,1047.061088500312
15302,2930.799918226019,2918.650411373986,2906.551269787705,2894.5022846801016,2882.5032481296184,2870.5539530766296,2858.654193319865,2846.8037635128535,2810.7964252373495,2775.244519972826,2740.1422872482945,2705.4840394531557,2671.264160915635,2637.4771069928765,2604.1174031725463,2571.179644185796,2538.658493131448,2506.548680611259,2474.8450038761202,2443.542325983055,2412.635574962882,2382.119742998403,2351.98988561299
15403,2069.260787829945,2061.5504131201756,2053.868768418008,2046.2157466711442,2038.5912412261775,2030.9951458271091,2023.4273546138652,2015.8877621208223,2003.9028759491034,1991.9892425024855,1980.1464381681983,1968.3740418519403,1956.6716349629064,1945.0388013989036,1933.475127531556,1921.980202191597,1910.5536166542504,1899.1949646246962,1887.9038422236245,1876.6798479728745,1865.52258278116,1854.431649929878,1843.4066550590026
15404,5243.590662953074,5196.606131281167,5150.042598569386,5103.896292509737,5058.163474595513,5012.840439818429,4967.923516368454,4923.40906533635,4863.792673568278,4804.8981625377755,4746.7167911623355,4689.239924203142,4632.459030983439,4576.365684122409,4520.951558284388,4466.208428943225,4412.128171161607,4358.702758385155,4305.924261251134,4253.78484641158,4202.2767753706785,4151.392403336226,4101.124178084993
15405,4431.69120863061,4401.588294185083,4371.6898582141275,4341.994511767626,4312.500875330109,4283.207578756669,4254.113261209308,4225.2165710937215,4202.4589016744485,4179.823808579651,4157.310631594302,4134.918714059396,4112.647402852792,4090.496048370168,4068.46400450607,4046.550628635069,4024.755281593015,4003.077327658394,3981.5161345337888,3960.0710733274313,3938.741518534863,3917.5268480206896,3896.4264430004323
15406,2080.5187980048777,2073.0644007910255,2065.6367123182213,2058.235636890351,2050.8610791541746,2043.5129440980984,2036.1911370509504,2028.8955636807607,2019.7967286045578,2010.7386983885092,2001.721290038133,1992.7443213796087,1983.807611056097,1974.9109785240757,1966.0542440496931,1957.237228705136,1948.4597543650152,1939.7216437027673,1931.0227201870719,1922.3628080782848,1913.741732424889,1905.159319059959,1896.6153945976423
15501,3889.307780650262,3946.442737444995,4004.417021819864,4063.2429637183272,4122.933074213964,4183.500048171321,4244.9567669458565,4307.316301123533,4377.782481759468,4449.401464341275,4522.192108303569,4596.173581614688,4671.3653658241965,4747.787261192958,4825.459391907145,4904.402211377544,4984.63650762555,5066.183408757282,5149.06438852725,5233.301271993037,5318.916241262496,5405.931841334971,5494.370986038067
15502,2041.2439763814673,2039.489462121206,2037.736455921875,2035.9849564872475,2034.2349625222112,2032.4864727327672,2030.7394858260286,2028.9940005102196,2028.9273176068723,2028.860636895059,2028.793958374708,2028.7272820457467,2028.6606079081037,2028.5939359617066,2028.5272662064835,2028.4605986423626,2028.3939332692717,2028.3272700871387,2028.2606090958918,2028.1939502954588,2028.1272936857679,2028.0606392667469,2027.993987038324
15601,3723.4587753340875,3679.4440688992627,3635.949656765902,3592.9693885769534,3550.49718667824,3508.527045259045,3467.0530295028575,3426.069274748155,3367.2739607208764,3309.4876423309734,3252.6930040455145,3196.873027486154,3142.0109863296157,3088.0904412956897,3035.0952352212407,2983.009488218753,2931.8175929179597,2881.5042097891314,2832.054262546623,2783.452933631299,2735.685659770489,2688.7381276141373,2642.5962694458403
15602,1954.4871376366712,1951.9775018841021,1949.4710885992022,1946.9678936442003,1944.4679128866387,1941.9711421993657,1939.477577460529,1936.987214553569,1918.2978212070095,1899.7887560634645,1881.4582791916157,1863.3046674482066,1845.3262143160593,1827.5212297436553,1809.8880399862624,1792.424987448596,1775.1304305289989,1758.0027434651222,1741.0403161810975,1724.2415541361831,1707.60487817487,1691.1287243784345,1674.8115439179232
15701,2725.3512603599684,2683.359643188464,2642.0150236859668,2601.3074330536565,2561.2270560897896,2521.764228823107,2482.9094361827088,2444.653309703831,2385.195602233449,2327.1839971464196,2270.5833230210364,2215.359263858362,2161.4783382770374,2108.9078792141067,2057.616014119548,2007.5716456325026,1958.744432727491,1911.1047723191773,1864.6237813145385,1819.2732791015485,1775.0257704637668,1731.854428910469,1689.7330804122157
15703,3792.712712039116,3746.983515515266,3701.8056814524007,3657.1725620065495,3613.0775894876015,3569.5142753928817,3526.476209452377,3483.957058685477,3413.061266525412,3343.608148101372,3275.5683461349454,3208.9131007452993,3143.6142372926065,3079.644154468851,3016.9758126309753,2955.582722371438,2895.438933321356,2836.5190231814872,2778.7980869764297,2722.2517265274873,2666.856040139754,2612.587612499059,2559.4235047745
15704,2094.745278643003,2062.9796814279043,2031.69579107078,2000.8863027665147,1970.5440224831268,1940.6618652819564,1911.2328536633293,1882.250115937307,1843.3671638899984,1805.287444073684,1767.9943635605393,1731.4716721944117,1695.7034555099447,1660.6741277979813,1626.3684253142176,1592.7713996281498,1559.8684111094183,1527.6451225487076,1496.0874929104236,1465.1817712144277,1434.9144905441585,1405.2724621785324,1376.242769845066
15801,1448.2451071018354,1434.6196239701824,1421.122333082826,1407.7520283723306,1394.5075151182707,1381.3876098404749,1368.3911401932742,1355.5169448607462,1322.500950382638,1290.2891184017315,1258.8618621288924,1228.2000718456154,1198.2851032841322,1169.0987662905416,1140.6233137640688,1112.8414308657295,1085.7362244898347,1059.2912129919364,1033.4903161669667,1008.3178454714771,983.7584944840321,959.7973295979572,936.4197809407808
15802,2322.6105684534473,2283.878007066742,2245.791361672994,2208.339860780336,2171.512912525581,2135.3001016786793,2099.69118669713,2064.676096829515,2022.1844293518252,1980.5672534264943,1939.8065717490967,1899.8847574052531,1860.7845462478897,1822.4890294313757,1784.981646099311,1748.246176222801,1712.266733586121,1677.0277589167404,1642.5140131567296,1608.710570872647,1575.60281380105,1543.1764245268419,1511.4173802917212
15901,1022.2548473189794,1000.0047587245452,978.2389588021175,956.9469066715177,936.1182908821645,915.7430244193789,895.8112398193805,876.3132843906089,854.5562870854084,833.3394698050578,812.6494210270408,792.4730622084552,772.7976395188363,753.6107157782369,734.9001625954679,716.654152701529,698.8611524733847,681.5099146433585,664.5894711895379,648.0891264026953,631.9984501253423,616.3072711586442,601.0056708330268
15902,2554.449881962898,2513.5647917797623,2473.334085388255,2433.7472890889217,2394.794096818459,2356.4643674666245,2318.7481222360916,2281.6355420445593,2270.6598879883018,2259.7370315764283,2248.8667188294276,2238.0486969895396,2227.2827145148785,2216.568521073584,2205.9058675380006,2195.294505978884,2184.734189659637,2174.2246730305724,2163.765711723203,2153.3570625445595,2142.9984834715365,2132.6897336452644,2122.4305733655087
16000,1469.0340520542302,1451.285168860034,1433.7507278390472,1416.428138098922,1399.3148400504963,1382.408305029588,1365.7060349233598,1349.2055618011964,1388.775617851472,1429.5062007926472,1471.4313470350523,1514.5860912228684,1559.0064955107418,1604.7296796990336,1651.7938522528877,1700.2383422310415,1750.103632151054,1801.4313918184218,1854.2645131478491,1908.6471460057685,1964.6247351040672,2022.2440579758481,2081.5532640649585
16100,4042.0085171161536,4012.2379303633415,3982.686612776305,3953.3529493728656,3924.235337065665,3895.3321845745572,3866.6419123396445,3838.162952434954,3784.1956216993854,3730.987110436261,3678.5267490982105,3626.80401815937,3575.8085460059733,3525.530106856601,3475.958618711672,3427.0841413317694,3378.8968742443885,3331.387154778715,3284.5454561280335,3238.362385439381,3192.82868193006,3147.9352150306377,3103.67298255405
16201,4506.169978647754,4480.487174860172,4454.950749574403,4429.559868509815,4404.3137021407365,4379.2114256693585,4354.252218998785,4329.435266706242,4289.921292134736,4250.767954480115,4211.971962274303,4173.530054089862,4135.43899826581,4097.695592635956,4060.2966642596984,4023.239069155294,3986.5196920355534,3950.1354460459506,3914.083272505125,3878.360140647748,3842.96304736974,3807.88901697581,3773.135100929302
16202,1378.0472633987674,1352.5742593738119,1327.5721201379602,1303.0321418238004,1278.9457814536486,1255.304653965526,1232.1005292941097,1209.3253295056415,1204.312746247069,1199.3209398549948,1194.3498242105138,1189.399313551679,1184.4693224720213,1179.5597659190769,1174.6705591929194,1169.8016179446984,1164.952858175185,1160.1241962333218,1155.3155488147804,1150.526832960524,1145.7579660553763,1141.0088658265959,1136.279450342457
16301,2118.9071711749148,2096.0633053484967,2073.465718459162,2051.1117553821036,2028.9987896173238,2007.1242229810318,1985.4854853003676,1964.080034111417,1922.2821350876438,1881.3737437888408,1841.3359304598941,1802.1501681928144,1763.798324353682,1726.2626521920386,1689.52578262884,1653.570716219171,1618.3808152860013,1583.9397962213482,1550.231721951275,1517.2409945612455,1484.9523480784198,1453.3508414075488,1422.421851417204
16302,2209.3279151981437,2170.3556411177306,2132.0708331832666,2094.4613645760587,2057.5153223930115,2021.221003873183,1985.566912690902,1950.5417553142754,1902.0418416043678,1854.747870614456,1808.629856768635,1763.6585600776252,1719.8054675998778,1677.0427753636473,1635.3433707385689,1594.680815245564,1555.0293277941746,1516.363768336699,1478.659621928764,1441.8929831862292,1406.0405411285683,1371.0795643991162,1336.9878868528128
16401,3433.2539869080056,3405.7304069978954,3378.4274770758016,3351.343428243297,3324.4765057827917,3297.82496904385,3271.387091330416,3245.1611597889437,3214.570960600136,3184.269116978382,3154.252910767695,3124.5196494345246,3095.066665826228,3065.89131793182,3036.990988644978,3008.3630855292804,2980.005040585657,2951.914310022034,2924.088374025149,2896.5247365345153,2869.2209250185224,2842.174490252639,2815.383006099713
16402,4454.228868908615,4402.075619396256,4350.533016870108,4299.59391144507,4249.251236951929,4199.498009957161,4150.327328794202,4101.73237260606,4020.477480922541,3940.8322401920177,3862.7647633965303,3786.2437951966276,3711.238699417882,3637.719446785295,3565.6566029006826,3495.0213164582274,3425.7853076934794,3357.9208570611804,3291.400794137382,3226.198486741407,3162.287830273308,3099.6432372625472,3038.239627123717
16502,3843.4593642004256,3763.61270936559,3685.424843575774,3608.86130601228,3533.8883517690383,3460.47293697975,3388.5827042540054,3318.185968415964,3272.355927656802,3227.1588811469014,3182.5860861115893,3138.628920529437,3095.2788814644427,3052.5275834212507,3010.3667567230877,2968.788245912102,2927.784008171797,2887.346111771255,2847.4667345308485,2808.13816230914,2769.3527875106856,2731.103107614443,2693.3817237225103
16503,1795.4296843904754,1776.0703865512296,1756.9198311740736,1737.9757674844263,1719.2359689767811,1700.698233153022,1682.3603812635645,1664.2202580512844,1663.8197232581388,1663.4192848633631,1663.0189428437573,1662.6186971761258,1662.2185478372796,1661.8184948040348,1661.418538053213,1661.0186775616417,1660.6189133061534,1660.2192452635868,1659.819673410786,1659.4201977246005,1659.0208181818855,1658.6215347595019,1658.222347434316
16504,3194.4604430443615,3182.962421140105,3171.505784787515,3160.0903850249783,3148.7160734270487,3137.3827021025177,3126.09012369249,3114.83819136847,3053.1121648524445,2992.60934869772,2933.3055028280687,2875.1768675272347,2818.2001539197527,2762.3525346404053,2707.611634688581,2653.955522463869,2601.362700979301,2549.8120992487175,2499.2830638448077,2449.755350624443,2401.2091166179875,2353.6249120793354,2306.9836726934914
16605,5444.343270854466,5467.787059748811,5491.331799521963,5514.977924876692,5538.72587238763,5562.576080509339,5586.528989584399,5610.585041851544,5600.99723560713,5591.4258137554125,5581.8707482974605,5572.332011282189,5562.809574806281,5553.303411014098,5543.813492097607,5534.339790296296,5524.88227789709,5515.440927234274,5506.0157106894085,5496.606600691253,5487.213569715681,5477.836590285602,5468.4756349708805
16606,2440.8651056992862,2431.764271110362,2422.697369240629,2413.664273570984,2404.664858054053,2395.698997112435,2386.766565636946,2377.867438984876,2370.149667665073,2362.4569456786217,2354.78919172367,2347.146324762244,2339.5282640193946,2331.934928982339,2324.3662393996137,2316.8221152802244,2309.3024768928008,2301.807244764755,2294.3363396814407,2286.889682685315,2279.467195075107,2272.0687984049828,2264.694414483718
16607,4895.218256742015,4901.444422405468,4907.678507049615,4913.9205207465075,4920.170473581005,4926.428375650797,4932.694237066412,4938.968067951243,4922.6364241094125,4906.3587839758275,4890.134968976884,4873.964801129466,4857.848103038991,4841.7846978974685,4825.774409481554,4809.817062150623,4793.912480844839,4778.060491083232,4762.26091896179,4746.513591151546,4730.81833489668,4715.174978012621,4699.583348884159
16608,2042.438324826689,2069.223368413121,2096.3596777152447,2123.8518593189197,2151.7045802219163,2179.922568626173,2208.510614740443,2237.473571593468,2252.30095855252,2267.2266042829046,2282.2511599301115,2297.3752809546695,2312.599627160742,2327.924862724911,2343.3516562251525,2358.880680670005,2374.512613527928,2390.2481367568594,2406.0879368339647,2422.0327047855867,2438.0831362173913,2454.239931344714,2470.503795023108
16609,4094.9329808980974,4108.91353051874,4122.941811266756,4137.017986101441,4151.142218538451,4165.314672651703,4179.535513075281,4193.804905005347,4224.459711364644,4255.3385904154975,4286.443180027366,4317.7751300417885,4349.336102359896,4381.127771030562,4413.151822339193,4445.409954897177,4477.903879731978,4510.635320377893,4543.60601296747,4576.817706323596,4610.27216205226,4643.971154635986,4677.916471527961
16610,3182.9886434969953,3179.9801332802394,3176.974466659468,3173.971640946959,3170.971653457531,3167.974501508541,3164.980182419881,3161.988693513977,3150.831966542159,3139.7146048460545,3128.6364695296475,3117.5974221870006,3106.5973249005265,3095.636040239265,3084.7134312571666,3073.829361491379,3062.983694960546,3052.176296163105,3041.4070300755957,3030.675762150974,3019.9823583169305,3009.3266849742135,2998.7086089949626
16612,4748.905232470173,4777.987480292923,4807.247827508483,4836.687364795744,4866.307189512899,4896.108405738354,4926.092124311879,4956.259462876016,4963.967682808128,4971.687890945251,4979.420105932032,4987.1643464421195,4994.920631178201,5002.688978872054,5010.469408284585,5018.261938205884,5026.066587455258,5033.883374881287,5041.712319361864,5049.553439804241,5057.406755145077,5065.272284350481,5073.150046416059
16613,1437.6197176776875,1436.2407593159653,1434.8631236448962,1433.4868093957614,1432.1118153010589,1430.7381400945023,1429.3657825110204,1427.9947412867548,1423.5597027126398,1419.1384383959398,1414.7309055568314,1410.337061548356,1405.9568638560067,1401.590270097318,1397.2372380214542,1392.8977255088023,1388.5716905705629,1384.259091348345,1379.9598861137604,1375.6740332680201,1371.4014913415322,1367.1422189934997,1362.8961750115213
16614,2916.1666548946787,2908.354295184549,2900.5628646501013,2892.7923072224394,2885.0425669828733,2877.313588162518,2869.6053151418932,2861.917692450522,2851.6464012990305,2841.4119733397256,2831.214276272304,2821.053178271281,2810.928547984289,2800.840254530376,2790.7881674983187,2780.772156944931,2770.792093393388,2760.847847831551,2750.9392917103005,2741.066296941873,2731.228735898207,2721.4264814092917,2711.6594067615233
16615,1951.9376164301366,1980.2809035524756,2009.0357519450813,2038.208137720691,2067.8041237687285,2097.829861015353,2128.291589701805,2159.1956406813138,2202.5253047793913,2246.7244870237078,2291.810636471909,2337.801552340651,2384.715391032416,2432.5706733033385,2481.3862915748764,2531.181517392203,2581.9760090322748,2633.789819264571,2686.643403267575,2740.5576267041174,2795.5537739587703,2851.6535565405493,2908.8791216542327
16616,2884.6092373024785,2901.3146624584333,2918.1168325135004,2935.0163077392936,2952.013651652085,2969.1094310315993,2986.3042159399088,3003.598579740445,2994.3913092263388,2985.2122628001284,2976.0613539433252,2966.938496402654,2957.8436041892423,2948.776591577809,2939.737373105856,2930.725863572863,2921.7419780394853,2912.785631826752,2903.856740515267,2894.955219944417,2886.0809862115734,2877.2339556713055,2868.414044934589
16617,2206.122710309967,2207.245992265485,2208.369846157616,2209.4942722775713,2210.619270916709,2211.7448423665364,2212.870986918709,2213.997704865031,2199.509338648255,2185.1157840725073,2170.8164206918977,2156.6106321207244,2142.497806006904,2128.4773340055744,2114.5486117528744,2100.7110388398896,2086.9640187867717,2073.306959017028,2059.7392708319762,2046.2603693853696,2032.8696736581858,2019.5666064335821,2006.3505942720135
16701,6667.898386414673,6814.9707068595035,6965.286968076602,7118.918720930889,7275.939094468468,7436.422830726202,7600.446320309086,7768.087638752345,7778.821473195471,7789.570139500339,7800.333658161406,7811.11204970145,7821.905334671606,7832.7135336514075,7843.536667248823,7854.3747561002965,7865.22782087079,7876.095882253818,7886.978960971487,7897.877077774541,7908.790253442396,7919.718508783178,7930.661864633768
16702,4882.111043107943,4851.416290909125,4820.9145224020385,4790.604524261846,4760.485090792109,4730.555023876832,4700.813132932799,4671.258234862215,4647.08053723289,4623.027979562278,4599.099914145645,4575.295696630672,4551.614686000106,4528.0562445545,4504.619737895037,4481.304534906451,4458.110007740028,4435.035531796699,4412.080485710222,4389.244251330451,4366.526213706686,4343.925761071115,4321.44228482234
16802,5730.455282866087,5775.258133824806,5820.411270294002,5865.917430937316,5911.779375830286,5957.999886627759,6004.581766732605,6051.527841465747,6129.853289297004,6209.192510168506,6289.5586254323225,6370.96492627132,6453.424875897292,6536.952111777545,6621.560447890304,6707.26387700931,6794.07657301798,6882.012893253531,6971.087380881437,7061.314767300618,7152.709974579765,7245.288117925192,7339.064508180636
16804,5047.348985437911,5015.895211813568,4984.6374499724525,4953.574478419821,4922.70508327297,4892.028058213797,4861.542204441662,4831.246330626542,4792.4009322026905,4753.867868293671,4715.644627589183,4677.728718970994,4640.117671350586,4602.809033508103,4565.800373932607,4529.089280663599,4492.673361133834,4456.550242013383,4420.71756905496,4385.17300694049,4349.914239128908,4314.938967705181,4280.244913230552
16806,2885.34117806429,2987.152391041774,3092.556081458928,3201.679012309504,3314.6524195051365,3431.6121697052745,3552.6989237162434,3678.05830565596,3652.341412507068,3626.80433124213,3601.4458046208783,3576.264584193639,3551.259430239868,3526.4291117071157,3501.7724061504214,3477.288099672129,3452.974986862126,3428.8318707384974,3404.8575626885954,3381.050882410523,3357.4106578550263,3333.935725167789,3310.6249286321363
16807,5394.544728525034,5411.14035478937,5427.787035373387,5444.484927339165,5461.234188231962,5478.034976081708,5494.8874494044885,5511.791767204045,5636.722339337574,5764.484594617495,5895.142716128096,6028.762341730949,6165.4105970389655,6305.156129137854,6448.069141071902,6594.22142711142,6743.686408819556,6896.539171936603,7052.856504100331,7212.716933421285,7376.200767932437,7543.390135933005,7714.369027246706
16809,3946.514643751883,3936.0570718595027,3925.6272106991873,3915.2249868423555,3904.8503270549986,3894.503158297165,3884.183407722446,3873.891002677464,3944.2918078073176,4015.972017380793,4088.9548822076977,4163.26407563831,4238.923701242272,4315.9583006270295,4394.392861398361,4474.252825265569,4555.564096293978,4638.353049307391,4722.646538443265,4808.471905863342,4895.85699062259,4984.830137699323,5075.420207189415
16810,2257.168197518409,2250.3570105514596,2243.566376890174,2236.796234513296,2230.0465215867234,2223.317176462943,2216.608137680468,2209.9193439632777,2224.3848153009753,2238.9449732893845,2253.6004377190125,2268.35183243733,2283.1997853753273,2298.144928574243,2313.187898212468,2328.329334632628,2343.5698823688394,2358.910190174146,2374.3509110481355,2389.892702264736,2405.536225400193,2421.2821463612336,2437.1311354134104
16811,3523.347705437844,3511.733819919129,3500.158216837493,3488.620770003903,3477.121353645278,3465.6598424031176,3454.236111332137,3442.8500358989045,3517.77157561321,3594.3235195143475,3672.54134762345,3752.461312059705,3834.120453842357,3917.5566200583457,4002.808481403538,4089.915550105685,4178.9181982374075,4269.857676427701,4362.776132980627,4457.71663341006,4554.723180399538,4653.8407341964685,4755.115233450142
16901,5456.371321049152,5573.191312835581,5692.512400987708,5814.38813355784,5938.873205053071,6066.023480980688,6195.896022919089,6328.5491141254615,6325.5438545104735,6322.540022013327,6319.537615956322,6316.536635662081,6313.537080453545,6310.53894965398,6307.542242586973,6304.5469585764295,6301.553096946579,6298.560657021971,6295.569638127474,6292.58003958828,6289.591860729899,6286.605100878163,6283.619759359224
16902,1252.4732865654134,1271.2231228200717,1290.2536487815264,1309.5690664444207,1329.1736407083015,1349.0717003193213,1369.2676388260381,1389.7659155495232,1423.1778465619195,1457.3930474786118,1492.430830040035,1528.3109702680779,1565.0537196280625,1602.679816459075,1641.210497679097,1680.6675107715444,1721.07312605998,1762.450149277928,1804.8219344408828,1848.2123970277814,1892.6460274793749,1938.1479050211208,1984.7437118183977
17006,2349.3750300541733,2340.781608075508,2332.2196186694878,2323.688946863681,2315.189478106196,2306.721098264143,2298.283693622102,2289.8771508805944,2275.633586653027,2261.4786206814083,2247.4117018641437,2233.432282527618,2219.539818404872,2205.733768614413,2192.0135956391546,2178.378765305492,2164.828746762503,2151.363012461282,2137.981038134397,2124.6823027754813,2111.4662886189485,2098.3324811198336,2085.2803689337593
17009,2651.0243174501825,2633.1697009037866,2615.435334982751,2597.8204098005763,2580.324120925338,2562.945669342951,2545.684261420681,2528.5391088709007,2508.083547454811,2487.793468942023,2467.66753459679,2447.704416513568,2427.902797529401,2408.2613711370145,2388.7788413986127,2369.4539228603726,2350.28534046763,2331.2718294807505,2312.4121353916853,2293.7050138411955,2275.149230536751,2256.743561171093,2238.4867913414528
17010,2285.848915848637,2289.7043234383823,2293.5662337184763,2297.434657656626,2301.309606239037,2305.191090470445,2309.0791213741472,2312.973709992032,2302.4208196280924,2291.916076588332,2281.459261201671,2271.050154799273,2260.688539709974,2250.3741992557298,2240.1069177470845,2229.8864804786604,2219.7126737246685,2209.585284734439,2199.504101727972,2189.4689138915087,2179.4795113731243,2169.535685278338,2159.6372276657453
