censustract2010,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
7400,5169.059146665756,5189.196438479105,5209.412179872943,5229.706676466155,5250.080235068236,5270.533163683932,5291.065771517893,5311.678368979349,5319.784382667693,5327.902766731904,5336.033540050092,5344.176721529172,5352.332330104916,5360.500384741991,5368.680904434007,5376.873908203558,5385.079415102269,5393.297444210839,5401.528014639086,5409.7711455259905,5418.02685603974,5426.2951653777745,5434.576092766832
7501,3183.9123795560195,3196.8773385966806,3209.895091226765,3222.965852422894,3236.0898380370772,3249.267264800279,3262.498350325997,3275.7833131138545,3314.3070857316075,3353.2839045111023,3392.719097352768,3432.618054814056,3472.986230846295,3513.829143540215,3555.1523758802387,3596.961576507641,3639.2624604926855,3682.0608101158405,3725.3624756581826,3769.1733762010954,3813.499500435373,3858.3469074798395,3903.721727709592
7502,2627.0926929183406,2637.2243092032627,2647.3949989661864,2657.60491289745,2667.854202268542,2678.1430189343428,2688.4715153353754,2698.8398445000626,2724.4001759293246,2750.2025856516375,2776.2493663563637,2802.5428324466025,2829.0853202448393,2855.8791882005403,2882.926817099713,2910.2306102764537,2937.792993826497,2965.6164168227883,2993.703351533097,3022.056293639691,3050.677762461094,3079.5703011759397,3108.7364770489476
7600,4643.680731459911,4676.593089510313,4709.738715818177,4743.119263685885,4776.736398133694,4810.591795982791,4844.687145938931,4879.02414867667,4920.049260092615,4961.419329786159,5003.137258327445,5045.205970675963,5087.628416385626,5130.407569811575,5173.546430318715,5217.048022492009,5260.915396348546,5305.151627551378,5349.759817625168,5394.743094173645,5440.104611098889,5485.847548822463,5531.975114508395
7701,3085.388850232927,3098.8360537570516,3112.3418648964225,3125.906539083521,3139.5303328640925,3153.213503901999,3166.956310984091,3180.7590140251027,3207.938139599871,3235.349506870333,3262.995100308176,3290.876921342113,3318.996988502774,3347.357337568842,3375.9600217144343,3404.8071116577435,3433.9006958109503,3463.2428804314145,3492.8357897741607,3522.6815662456656,3552.7823705589585,3583.14038189005,3613.757798035693
7702,3146.2725284861567,3159.6012842344953,3172.9865054441666,3186.4284313234193,3199.927302093876,3213.4833589948244,3227.096844287531,3240.7680012595683,3247.850131436621,3254.947738367278,3262.06085587327,3269.1895178502405,3276.3337582679046,3283.4936111702127,3290.669110675512,3297.8602909767096,3305.0671863414354,3312.289831112205,3319.5282597065834,3326.7825066173496,3334.0526064126598,3341.3385937362136,3348.640503307418
7800,3576.946852395293,3638.950166342603,3702.0282546992325,3766.199747760199,3831.483598760748,3897.8990894742456,3965.465835907105,4034.203794092431,4031.9302362301196,4029.6579596777315,4027.386963713158,4025.117247614698,4022.8488106610566,4020.581652131346,4018.3157713050837,4016.0511674621944,4013.787839883008,4011.52578784826,4009.265010639091,4007.0055075370474,4004.74727782408,4002.490320782544,4000.2346356952003
7903,3668.875709290473,3694.9352100526135,3721.179807731025,3747.6108170426983,3774.229562042871,3801.0373761913556,3828.0356024193406,3855.2255931966624,3895.0350036867653,3935.2554897741993,3975.8912962630106,4016.9467117894783,4058.4260692747303,4100.333746382033,4142.6741659788,4185.451796603381,4228.671152936655,4272.336796278509,4316.453335029227,4361.025425175855,4406.0577707835855,4451.555124492215,4497.5222880177325
7905,2148.6036490606707,2145.212658344252,2141.8270193910785,2138.446723754838,2135.0717630025465,2131.702128714531,2128.3378124844057,2124.978805919052,2167.5549134884373,2210.9840765945232,2255.2833870709746,2300.4702792036956,2346.562536592206,2393.5782991484966,2441.5360702361086,2490.4547239522562,2540.353512555852,2591.252074044359,2643.170439882455,2696.1290428855486,2750.148725261248,2805.2507468119475,2861.4567933017656
7907,2442.745000671106,2444.4912487929873,2446.2387452574103,2447.9874909567793,2449.7374867841363,2451.488733633162,2453.2412323981757,2454.994983974136,2508.869336357172,2563.925950155664,2620.1907698495484,2677.6903092649572,2736.4516640684014,2796.5025245351367,2857.8711885977277,2920.586575180962,2984.6782378293938,3050.1763786339425,3117.111862464107,3185.516231512505,3255.421720158584,3326.8612701585193,3399.8685461684495
7908,2117.0484095487277,2177.791043912924,2240.27651401619,2304.5548255332087,2370.677418908127,2438.697210521153,2508.6686350363098,2580.647688964236,2605.5947289864766,2630.7829312597805,2656.2146270920416,2681.892170327834,2707.817937566273,2733.9943283809835,2760.4237655421925,2787.108695240971,2814.051587315642,2841.2549354803773,2868.7212575560056,2896.453095703051,2924.4530166570225,2952.7236119659806,2981.2674982303997
7910,2282.992964952095,2280.9876927880778,2278.9841819595154,2276.9824309193345,2274.982438121821,2272.984202022618,2270.987721078726,2268.9929937485,2311.2375716401993,2354.2686677653905,2398.1009256821935,2442.749261585503,2488.228869382996,2534.555225865645,2581.744095974498,2629.811538165516,2678.7739098742927,2728.6478730825197,2779.4503999880885,2831.198778780759,2883.9106195253607,2937.6038601545306,2992.2967725730214
8002,2213.1249717663,2213.249950589962,2213.3749364713844,2213.4999294109666,2213.6249294091062,2213.7499364662026,2213.874950582654,2213.999971758859,2207.735563030395,2201.488879151623,2195.259869970915,2189.0484854785445,2182.854675806285,2176.6783912270103,2170.5195821542943,2164.378199142014,2158.2541928839514,2152.147514213398,2146.0581141027606,2139.985943663167,2133.9309541440734,2127.893096932874,2121.87232355451
8003,2727.9763893895442,2723.958704636462,2719.9469370133215,2715.941077805546,2711.9411183113907,2707.947049841929,2703.95886372103,2699.9765512853405,2706.32971152723,2712.6978210267484,2719.080914960139,2725.479028586415,2731.892197247556,2738.320456368702,2744.7638414583507,2751.222388108553,2757.6961319951083,2764.185108877764,2770.6893546004108,2777.208905091282,2783.743796363151,2790.294064513532,2796.859745724877
8006,3201.0370688651406,3220.1880315049434,3239.453569315899,3258.834367771113,3278.3311164446973,3297.9445090363033,3317.6752433958054,3337.5240215481303,3351.4752957109035,3365.484887971017,3379.5530421055223,3393.6800029104897,3407.8660162052684,3422.1113288367633,3436.416188683731,3450.7808446610925,3465.205546724265,3479.690545873511,3494.2360941583056,3508.8424446817235,3523.509851604842,3538.238570151164,3553.028856611059
8101,3279.367496372295,3258.8639928069983,3238.4886827603964,3218.240764731507,3198.1194422305525,3178.1239237476266,3158.2534227215606,3138.5071575089805,3149.0994240839445,3159.727438900211,3170.3913226058717,3181.091196256199,3191.8271813150195,3202.599399656092,3213.4079735644914,3224.2530257379985,3235.13467928849,3246.0530577433387,3257.008285046814,3268.0004855614893,3279.0297840696544,3290.0963057747313,3301.200176302696
8102,2911.421845983208,2903.863365970631,2896.324508885655,2888.80522378427,2881.3054598547224,2873.825166417175,2866.3642929233615,2858.9227889562476,2851.791203575038,2844.6774079397583,2837.5813576738724,2830.5030085115404,2823.4423162973444,2816.3992369860116,2809.373726642141,2802.3657414399277,2795.3752376628904,2788.4021717035994,2781.4465000634027,2774.5081793521563,2767.587166287953,2760.6834176968523,2753.796890512611
8200,2642.7749795869704,2726.096640410192,2812.0452744778117,2900.7037052520436,2992.1573674610922,3086.494389427397,3183.805677991525,3284.185006113557,3397.140876985819,3513.9817387281937,3634.8412112574174,3759.857510197847,3889.1736049456863,4022.93738216965,4161.3018149350555,4304.4251376447455,4452.471026996908,4605.608789166742,4764.013553426021,4927.866472421989,5097.354929344626,5272.672752219198,5454.020435569158
8301,2577.123039309288,2578.246568221561,2579.370586950268,2580.49509570895,2581.6200947112425,2582.745584170873,2583.871564301662,2584.9980353175247,2579.029189262493,2573.0741254706363,2567.1328121182523,2561.205217455121,2555.291309804334,2549.3910575621276,2543.5044291977106,2537.6313932530984,2531.7719183429435,2525.9259731543684,2520.093526446798,2514.2745470517925,2508.4690038728813,2502.676865885397,2496.8981021363084
8303,2800.994305364036,2802.990031683372,2804.9871799704474,2806.985751238424,2808.9857465011846,2810.9871667733346,2812.9900130702017,2814.9942864078384,2817.839273128944,2820.687135148761,2823.5378753732225,2826.391496711199,2829.2480020745015,2832.107394377883,2834.969676539042,2837.8348514786276,2840.7029221202383,2843.573891390429,2846.447762218711,2849.324537537558,2852.2042202824064,2855.0868133916592,2857.9723198066895
8305,6270.748048844695,6272.496585115578,6274.2456089485595,6275.995120479594,6277.7451198446715,6279.495607179819,6281.246582621101,6282.998046304622,6283.996854193254,6284.995820862327,6285.994946337081,6286.994230642763,6287.993673804621,6288.993275847909,6289.993036797885,6290.992956679809,6291.993035518948,6292.99327334057,6293.99367016995,6294.994226032363,6295.994940953093,6296.995814957424,6297.996848070647
8306,2340.274203337452,2332.573827430471,2324.8987886352797,2317.2490035833207,2309.624389180349,2302.0248626055327,2294.4503413105494,2286.900743018693,2266.075178260443,2245.43926062563,2224.9912631007574,2204.7294743993025,2184.6521988185013,2164.757756097436,2145.044481276412,2125.5107245576214,2106.1548511670694,2086.975241217761,2067.970289574134,2049.138405717725,2030.4780136140603,2011.9875515807562,1993.665472156824
8307,2799.100754846401,2782.302924638385,2765.6059007694075,2749.0090782852662,2732.5118558621793,2716.1136357850023,2699.813823925569,2683.611829721168,2654.974595671129,2626.642953944449,2598.613643518504,2570.883438169545,2543.4491461013517,2516.307609577851,2489.455704559657,2462.890340344488,2436.6084592114207,2410.607036068942,2384.8830781067545,2359.4336244512992,2334.2557458249544,2309.3465442088686,2284.7031525093957
8310,4228.756579908329,4217.542974556129,4206.359104882164,4195.204892034849,4184.080257371693,4172.9851224587455,4161.919409070043,4150.883039187059,4137.708019672797,4124.574818041034,4111.4833015606355,4098.433337921758,4085.424795234514,4072.4575420276383,4059.5314472471587,4046.646380255072,4033.802210828024,4020.9988091559926,4008.2360458409776,3995.5137918956902,3982.8319187422517,3970.190298210893,3957.58880253866
8311,2368.110964620825,2365.2254494969948,2362.34345033912,2359.4649628630373,2356.5899827898047,2353.718505845693,2350.850527762181,2347.9860442759486,2344.070842602032,2340.162169418429,2336.2600138390635,2332.364364996011,2328.4752120394683,2324.5925441377253,2320.716350477133,2316.846620262073,2312.983342714929,2309.1265070760564,2305.2761026037515,2301.4321185742224,2297.5945442815582,2293.7633690377006,2289.938582172413
8312,2993.746544274903,3003.52492337732,3013.335241288336,3023.177602328665,3033.0521111597614,3042.958872784931,3052.8979925504495,3062.869576146681,3078.149339129286,3093.5053283928346,3108.9379242080095,3124.4475087425535,3140.034466070733,3155.699182182848,3171.442044994792,3187.263444357658,3203.163772067392,3219.143421874496,3235.2027894937783,3251.3422726141525,3267.5622709084873,3283.8631860435016,3300.245421689713
8313,1746.962997949105,1742.9353033714021,1738.9168948081312,1734.9077508500068,1730.907850137103,1726.91717135874,1722.9356932533713,1718.9633946084691,1715.5806944779702,1712.2046510687305,1708.8352512811741,1705.472482041503,1702.116330301647,1698.7667830392124,1695.4238272574328,1692.0874499851168,1688.7576382765992,1685.4343792116902,1682.1176598956251,1678.8074674590146,1675.5037890577944,1672.206611873176,1668.9159231115964
8324,5428.584685495509,5421.179486312798,5413.784388653433,5406.399378737801,5399.024442805088,5391.659567113249,5384.304737938985,5376.959941577719,5353.2603202956,5329.665158048886,5306.173994421358,5282.7863710261345,5259.501831496735,5236.319921478169,5213.240188618072,5190.262182557882,5167.385454924044,5144.609559319269,5121.934051313817,5099.358488436829,5076.882430167692,5054.505437927442,5032.227075070205
8327,3978.1546556876333,3956.4286161422983,3934.8212298005665,3913.331848657416,3891.959828246798,3870.7045276223107,3849.565309337974,3828.5415394291167,3786.6959182965747,3745.307666109866,3704.371783866779,3663.8833272037537,3623.8374057986885,3584.2291827802705,3545.0538741437636,3506.3067481731805,3467.983124869773,3430.0783753867654,3392.587921470269,3355.507234906306,3318.8318369738786,3282.5572979040126,3246.6792363447184
8328,3710.591890785247,3920.4134908773444,4142.0998028970835,4376.321736746323,4623.7881400450215,4885.247943382704,5161.492426876755,5453.357614897025,5383.911975747123,5315.35069026289,5247.662496665825,5180.836276590248,5114.861053257017,5049.725989670493,4985.420386838473,4921.93368201479,4859.25544696429,4797.375386249905,4736.2833355415405,4675.969259946496,4616.423252361147,4557.635531843621,4499.596442007191
8329,3903.814334494004,3877.8031445803726,3851.9652677248814,3826.2995491392944,3800.8048417297514,3775.480006045501,3750.3239102279736,3725.335429960195,3676.5102867006904,3628.325057526543,3580.771355569649,3533.840903882219,3487.5255339961336,3441.8171845011834,3396.707899641943,3352.189827933034,3308.2552207925346,3264.896431193305,3222.105912331984,3179.8762163154333,3138.1999928643945,3097.0699880341404,3056.479042951889
8330,3437.735569828272,3416.601864140652,3395.5980792997693,3374.723416608667,3353.9770822804303,3333.3582874080025,3312.8662479341842,3292.5001846218192,3248.186176239924,3204.4685934400354,3161.339408885249,3118.7907032791936,3076.814663911905,3035.403583225271,2994.5498573977875,2954.2459849483557,2914.4845653588777,2875.258297715387,2836.559979367469,2798.3825046057245,2760.718863357033,2723.5621398973767,2686.9055115819897
8331,1873.9460126417023,1868.9056191036375,1863.8787828222105,1858.8654673321716,1853.865636266353,1848.8792533554042,1843.9062824275293,1838.946687408224,1824.6817760090644,1810.527519094137,1796.483058304456,1782.5475419394209,1768.7201249051657,1754.9999686633105,1741.3862411801097,1727.8781168759951,1714.4747765755096,1701.1754074576302,1687.9792030064755,1674.8853629623968,1661.8930932734472,1649.001606047228,1636.2101195031084
8333,8298.533939331008,8387.001040339619,8476.411251061112,8566.774625582493,8658.10132517306,8750.401619427039,8843.685887418376,8937.964618867867,8802.447024838244,8668.984151214743,8537.544844286454,8408.098422695644,8280.614670275923,8155.063828999005,8031.4165920284095,7909.6440968784855,7789.71791867715,7671.610063530787,7555.29296198974,7440.73946261289,7327.922825629795,7216.816716698935,7107.395200760591
8335,4894.6939693793865,4886.402009765232,4878.124097320251,4869.860208247542,4861.610318790513,4853.37440523282,4845.152443898297,4836.944411150885,4754.176402900859,4672.82469027207,4592.865038136367,4514.2736260681695,4437.027041248234,4361.10227148884,4286.476698378335,4213.128090542979,4141.034597024102,4070.1747407685743,4000.527412230676,3932.071863083446,3864.7877000376384,3798.654878766451,3733.653697934205
8336,1498.1205700413416,1488.3058636478743,1478.55545679312,1468.8689282285445,1459.2458594653592,1449.68583475644,1440.1884410783662,1430.7532681135763,1412.3576858882275,1394.1986206451925,1376.273031421579,1358.5779163529787,1341.1103121707667,1323.8672937058652,1306.8459733988877,1290.0435008165803,1273.4570621744815,1257.0838798657187,1240.9212119958631,1224.966351923765,1209.2166278082927,1193.6694021609,1178.3220714039448
8337,2408.7790041896205,2389.710169285313,2370.7922907219463,2352.024173470197,2333.4046319610616,2314.9324900109614,2296.6065807474474,2278.4257465354885,2243.343679442551,2208.8017885802346,2174.791756583449,2141.305394153758,2108.3346380874705,2075.871549334099,2043.908311084709,2012.4372268897039,1981.4507188055927,1950.9413255702912,1920.9017008065202,1891.324611252866,1862.2029350220785,1833.5296598861878,1805.2978815880242
8339,786.9949452113615,787.9911498578039,788.9886155335624,789.9873438348905,790.9873363600618,791.9885947093735,792.9911204851484,793.9949152917372,777.2796822661979,760.9163394224685,744.897478745365,729.2158481737251,713.8643483172538,698.8360292424857,684.1240873264109,669.721862176337,655.6228336145957,641.8206187267261,628.3089689718014,615.081767353588,602.1330256512584,589.4568817084024,577.047596779111
8340,4084.935570694054,4066.950674316734,4049.044960705483,4031.218081239419,4013.469688832546,3995.7994379269962,3978.2069844863017,3960.691985988697,3887.669556820548,3815.9934265265556,3745.638773682957,3676.581234493259,3608.7968943510627,3542.26227955844,3476.9543491970003,3412.8504871488267,3349.928494264521,3288.1665806756428,3227.543358248887,3168.037833179377,3109.629398720516,3052.297828047878,2996.0232672546626
8341,3477.614143467344,3548.650273135009,3621.137435467594,3695.1052702526918,3770.584022720506,3847.6045559110403,3926.1983632939036,4006.3975816458974,4010.1646392180933,4013.9352388058937,4017.709383739716,4021.4870773531093,4025.268322982757,4029.05312396848,4032.8414836532393,4036.6334053831392,4040.42889250743,4044.227948378512,4048.030576351936,4051.8367797864094,4055.646562043797,4059.4599264891253,4063.2768764905836
8343,1797.3601507802907,1772.0809169571855,1747.1572266028759,1722.5840791244211,1698.3565442604486,1674.4697610919657,1650.9189370670833,1627.699347039457,1594.623217313331,1562.2192205334088,1530.4736984300828,1499.373270280516,1468.904827268674,1439.0555269599643,1409.8127878881567,1381.1642842523008,1353.097940721407,1325.6019273446993,1298.6646545652975,1272.2747683352238,1246.421145329677,1221.0928882585563,1196.279321273258
8344,2414.3213321178473,2400.7197259964155,2387.1947474914573,2373.7459649045727,2360.3729489694283,2347.0752728380567,2333.8525120672307,2320.7042446049177,2297.2101378894777,2273.9538783928897,2250.9330582219654,2228.145293860298,2205.5882259214786,2183.2595189048125,2161.156860953505,2139.2779636153005,2117.62056160554,2096.18241257262,2074.9612968658257,2053.955017305514,2033.1613989556222,2012.5782888984816,1992.20355601191
8345,2681.3670770787994,2847.4175849671697,3023.751194861859,3211.0047141308,3409.8543860654054,3621.018332050899,3845.2591449742845,4083.386643235731,4037.5636212040235,3992.254816789107,3947.454459534435,3903.1568437384763,3859.3563277280427,3816.0473331397775,3773.224344209702,3730.8819070707377,3689.01462905811,3647.617178022548,3606.684281651189,3566.210726796106,3526.1913588103703,3486.621080891563,3447.494853432655
8346,2025.8749691408816,2025.7499459978126,2025.6249305703166,2025.4999228579175,2025.3749228601391,2025.2499305765054,2025.1249460065403,2024.9999691497678,1995.2085126630639,1965.85534303716,1936.9340122700116,1908.438167221487,1880.3615482177763,1852.6979876763303,1825.441408751029,1798.5858239972836,1772.125334056775,1746.054126361545,1720.3664738571501,1695.0567337446016,1670.1193462408135,1645.5488333572869,1621.3397976967613
8347,2240.55864362378,2230.1657199099213,2219.821004201521,2209.5242728837575,2199.275303379054,2189.0738741422706,2178.919764655913,2168.8127554253656,2123.640609087784,2079.409310594093,2036.0992639158292,1993.6912811716438,1952.166574126391,1911.5067458672763,1871.6937826533745,1832.7100459349053,1794.5382645387328,1757.161527016625,1720.5632741528846,1684.727291628031,1649.6377028352847,1615.2789618466684,1581.6358465256114
8348,1482.24633890835,1462.7524695121222,1443.514975142138,1424.5304840637896,1405.7956688860797,1387.3072459784335,1369.061974895179,1351.0566578075995,1320.683809310068,1290.993767059427,1261.9711810179338,1233.6010462291326,1205.8686950601489,1178.7597896183804,1152.2603143386696,1126.356568737121,1101.0351603278195,1076.282997698786,1052.0872837435911,1028.4355090451284,1005.3154454081246,982.7151395370456,960.6229068561273
8349,1000.6685760177993,988.4872645898225,976.4542383700172,964.5676922569297,952.8258431229189,941.2269295466637,929.7692115489293,918.450970331549,898.4586725871872,878.9015553609045,859.7701459004572,841.0551776508723,822.747585766067,804.8385027181691,787.3192540024107,770.1813539355154,753.4165015455438,737.0165765512062,720.9736354286954,705.2799075641342,689.9277914897746,674.9098512021244,660.2188125602195
8350,1674.9514391327946,1789.1979103654462,1911.2369992729546,2041.6002311582135,2180.8553860410047,2329.608971549673,2488.508864485838,2658.2471325671368,2677.5267664327353,2696.9462308947586,2716.506540111247,2736.208715595688,2756.053786270362,2776.0427885200793,2796.176766246302,2816.4567709216617,2836.8838616448693,2857.4591051960283,2878.183576092343,2899.058356644237,2920.084537011872,2941.2632152620827,2962.5954974257215
8351,1170.3932506917986,1156.942872689962,1143.6470689462096,1130.504063064275,1117.5120990625699,1104.6694411395745,1091.9743734419249,1079.4251998351642,1061.7672649088886,1044.3981898924135,1027.3132494286774,1010.5077954610636,993.9772559688686,977.7171337234583,961.7230050647705,945.9905186978327,930.5153945089673,915.2934224013622,900.3204611496893,885.5924372734603,871.1053439288131,856.8552398184266,842.8382481192682
8352,981.965210929657,969.101181383041,956.4056743607815,943.8764821688499,931.5114260346505,919.3083557281419,907.2651491879207,895.3797121522042,874.920772240969,854.9293079901834,835.3946378350125,816.3063242785744,797.654168315119,779.4282039806365,761.6186930279791,744.2161197236555,727.2111857635139,710.5948053046,694.3581001105343,678.4923948078147,662.9892122505092,647.840268990865,633.0374708534089
8353,1910.2588511137756,1889.740485892554,1869.4425113849293,1849.3625603425305,1829.4982909439425,1809.8473865215906,1790.4075552915604,1771.1765300863178,1735.687328785866,1700.9092273602992,1666.8279774463542,1633.4296161763255,1600.7004604575693,1568.6271013666287,1537.1963986556846,1506.3954753690812,1476.21171256772,1446.6327441591632,1417.6464518313242,1389.2409600876742,1361.4046313819288,1334.1260613502188,1307.3940741387976
8354,2152.993990066338,2329.3382518903372,2520.1262598751387,2726.5410511153427,2949.862561166075,3191.475560659425,3452.8782419815775,3735.6915092548543,3657.0147082699254,3579.9949067984435,3504.5972070388557,3430.7874461666224,3358.5321808549843,3287.7986721217344,3218.5548704951298,3150.7694014922226,3084.411551403029,3019.451253374096,2955.8590737851573,2893.6061989127143,2832.664421874486,2773.0061298488254,2714.6042915633025
8355,852.6766055804283,841.5016130835199,830.4730775862392,819.5890796552849,808.8477250130272,798.2471442078238,787.785492288655,777.4609484840242,759.4856239613692,741.9258988232554,724.7721641834446,708.0150333184309,691.6453365309161,675.654116132044,660.0326215396494,644.7723044898372,629.8648143592726,615.3019935956231,601.0758732536505,587.1786686345112,573.6027750258784,560.3407635405548,547.3853770512992
8356,1280.039506237022,1266.2296271464597,1252.5687378015787,1239.0552308063852,1225.687516106495,1212.4640208020398,1199.3831889625947,1186.4434814440992,1161.5044801158715,1137.0896957410653,1113.188109297281,1089.7889333815926,1066.881607341914,1044.455792510704,1022.5013675388586,1001.0084238276856,979.9672610568977,959.3683828066073,939.2024922713481,919.4604880641856,900.1334601090272,881.2126856192742,862.6896251610036
8357,912.887113975667,900.9328463381864,889.135119977892,877.4918849848933,866.0011182928943,854.6608233276761,843.4690296601834,832.4237926641525,812.4299229424299,792.9162831588375,773.8713387381937,755.283832152652,737.1427762673403,719.4374478458299,702.1573812115961,685.2923620617235,668.832421429198,652.7678297902191,637.0890913130468,621.7869382449846,606.8523254341819,592.2764249830151,578.0506210298889
8358,1951.4338106070015,1938.9480230041563,1926.5421227596298,1914.2155987330582,1901.9679430544882,1889.7986511034524,1877.707221488178,1865.6931560249288,1830.5761684500185,1796.1201699623832,1762.3127191026706,1729.141608590751,1696.594860917882,1664.6607240218393,1633.327667043452,1602.584376163011,1572.4197505150462,1542.8228981799975,1513.7831322513337,1485.2899669766957,1457.3331139716763,1429.9024785048628,1402.9881558528061
8359,1195.064940194061,1179.3395634030012,1163.8211104927313,1148.5068586354928,1133.3941208321173,1118.4802454405735,1103.7626157107165,1089.2386493251593,1082.2509632114334,1075.3081045166152,1068.4097856637513,1061.5557209207523,1054.7456263885576,1047.979219989377,1041.2562214550062,1034.576352315218,1027.9393358862276,1021.3448972592333,1014.7927632890287,1008.2826625826889,1001.8143254883297,995.3874840839381,989.0018721662751
8360,1781.799830968166,1823.5557941632308,1866.2902962671249,1910.0262690558825,1954.7871817050707,2000.5970533835914,2047.4804661426158,2095.462578106568,2097.8370971198246,2100.214306870966,2102.59421040906,2104.97681078663,2107.3621110596578,2109.7501142875894,2112.1408235333365,2114.534241863282,2116.9303723472844,2119.3292180586795,2121.7307820742863,2124.1350674744103,2126.5420773428477,2128.951814766889,2131.364282837323
8361,1591.789631696277,1597.6003982192744,1603.4323767208602,1609.2856446345425,1615.1602796764969,1621.0563598465994,1626.9739634294615,1632.9131689954695,1643.209906633471,1653.5715728959697,1663.998577206457,1674.491331570146,1685.0502505902507,1695.6757514843675,1706.368254100962,1717.128180935958,1727.9559571494312,1738.8520105824102,1749.8167717737801,1760.850673977296,1771.9541531787015,1783.127648112956,1794.3716002815704
8362,2038.5127359225742,2046.0532617028748,2053.6216801365013,2061.218094399297,2068.842608048757,2076.4953250254384,2084.1763496543776,2091.8857866465137,2093.8057374646914,2095.7274504302904,2097.6509271606246,2099.5761692744927,2101.5031783921786,2103.4319561354537,2105.362504127578,2107.294823993301,2109.228917358864,2111.1647858519996,2113.102431101936,2115.0418547393956,2116.9830583965977,2118.92604370726,2120.870812306599
8363,1646.8180063570787,1651.650149854996,1656.4964719753807,1661.357014321578,1666.2318186190073,1671.1209267155198,1676.024380581758,1680.9422223115155,1681.5406012671651,1682.1391932327385,1682.7379982840625,1683.337016496991,1683.936247947405,1684.5356927112123,1685.1353508643479,1685.7352224827737,1686.335307642479,1686.9356064194794,1687.5361188898185,1688.1368451295662,1688.7377852148197,1689.3389392217036,1689.9403072263692
8364,2724.806364944868,2731.6297742619818,2738.4702706335397,2745.3278968486256,2752.2026958034744,2759.094710501741,2766.003984054769,2772.930559681861,2774.985708392377,2777.0423802698574,2779.100576443192,2781.1602980421085,2783.221546197171,2785.2843220397813,2787.348626702181,2789.414461317449,2791.481827019506,2793.5507249431116,2795.6211562238673,2797.6931219982157,2799.766623403442,2801.8416615776737,2803.918237659883
8365,1525.2019740820078,1514.4798579060243,1503.8331178292362,1493.2612239603202,1482.7636501330699,1472.3398738802093,1461.989376407389,1451.7116425673653,1427.617493788708,1403.9232371018036,1380.622235472635,1357.707962022454,1335.1739981995258,1313.0140319812201,1291.2218561059397,1269.7913663343961,1248.7165597397416,1227.9915330260799,1207.6104808748853,1187.5676943188664,1167.8575591428182,1148.4745543110162,1129.4132504207103
8366,3360.1132356970115,3446.3861284207082,3534.8741286413315,3625.63411055271,3718.7244086272044,3814.2048551092216,3912.136818471397,4012.5832428581616,3945.696989605663,3879.925671696156,3815.2507041325953,3751.653811713582,3689.117023869341,3627.6226695837795,3567.153372401186,3507.6920455161694,3449.22188694544,3391.7263747800744,3335.189262516921,3279.5945744678274,3224.926601245389,3171.1698953239506,3118.309266674599
8501,3838.7039450560546,3818.5146353430728,3798.4315094443473,3778.45400889589,3758.581578170904,3738.813664664333,3719.149718677497,3699.5891934028045,3659.3487464952846,3619.5459950946615,3580.1761783851025,3541.2345873341883,3502.7165641296647,3464.61750162232,3426.932842774924,3389.6580801171594,3352.7887552064817,3316.3204580948445,3280.2488268012244,3244.5695467898836,3209.278350454307,3174.3710166067544,3139.8433699733605
8502,3860.0142840744315,3833.215917998108,3806.6036010841735,3780.176041675863,3753.9319570838115,3727.870073523797,3701.989126054916,3676.2878585181884,3649.3297449004417,3622.569314358068,3596.0051172867347,3569.6357147120166,3543.459678211447,3517.4755898371404,3491.6820420389818,3466.077637588381,3440.660989502586,3415.4307209695485,3390.3854652733444,3365.5238657201376,3340.8445755646894,3316.3462579374054,3292.027585771918
8503,4389.699353293899,4357.634647740586,4325.804159900031,4294.206178921127,4262.839006449736,4231.7009565374065,4200.790355550752,4170.105542081497,4128.790409344461,4087.8846044231973,4047.384071920816,4007.284796619091,3967.582803080389,3928.274155253546,3889.354956083647,3850.8213471256736,3812.6695081619773,3774.895656823544,3737.49604821501,3700.4669745433935,3663.804764750505,3627.505784148998,3591.5664340620274
8504,3849.244752520214,3851.490814869874,3853.7381878132746,3855.9868721151565,3858.2368685407073,3860.4881778555605,3862.7408008257967,3864.9947382179434,3825.208625254482,3785.8320690671494,3746.860853693632,3708.290806570577,3670.1177980868424,3632.337741141352,3594.9465907054973,3557.940343390044,3521.315037016498,3485.066750192886,3449.1916018938978,3413.6857510453538,3378.5453961129506,3343.766774695238,3309.3461631207874
8505,3132.2638417078006,3112.6512608090447,3093.161483527401,3073.7937409315155,3054.5472689046765,3035.4213081146677,3016.4151039838093,2997.5279066591884,2957.02650159528,2917.0723354106185,2877.658014031085,2838.776243288349,2800.4198275699837,2762.5816684878146,2725.2547635642654,2688.4322049364528,2652.1071780777897,2616.272960536862,2580.9229206933455,2546.050516530734,2511.649294425645,2477.7128879534907,2444.235016710279
8506,2136.219377614563,2115.63895655816,2095.2568080833544,2075.071022024339,2055.079706617918,2035.2809883262157,2015.6730116610947,1996.2539390102622,1969.7994811933534,1943.6955991848176,1917.9376471363726,1892.521040766751,1867.4412565458122,1842.693830889465,1818.27435936526,1794.1784959085076,1770.4019520487875,1746.940496146705,1723.7899526407643,1700.9462013042207,1678.405176511782,1656.1628665160274,1634.2153127334152
